DateKey,RetailerID,ChannelID,ProductID,ConsumerSegmentID,UnitsSold,BasePrice,PromoFlag,PromoDepthPct,NetRevenue
471,19,5,22,4,25,97.51,0,25,1828.31
834,38,5,4,4,16,94.81,0,10,1365.26
727,11,1,15,1,21,42.96,0,15,766.84
854,20,5,20,3,21,84.13,0,15,1501.72
51,20,5,12,5,22,25.84,0,20,454.78
575,21,5,20,6,21,96.85,0,0,2033.85
150,18,1,22,3,20,98.02,0,10,1764.36
314,10,5,23,6,19,54.7,1,0,1039.3
570,34,3,21,6,15,100.63,0,20,1207.56
305,26,1,10,6,23,105.83,0,25,1825.57
682,30,2,24,1,22,39.01,0,25,643.66
838,9,5,16,1,21,55.09,0,20,925.51
1078,31,4,23,5,16,46.11,0,15,627.1
1003,4,1,8,1,20,57.44,0,10,1033.92
444,6,2,20,5,21,64.69,0,20,1086.79
613,14,3,8,1,21,71.0,0,20,1192.8
993,4,2,6,4,21,23.51,1,10,444.34
264,26,5,3,5,24,25.52,0,15,520.61
1077,39,4,8,4,22,85.52,0,15,1599.22
1004,17,5,23,4,22,64.27,0,10,1272.55
5,19,2,10,5,18,28.97,0,0,521.46
774,6,1,5,3,25,58.62,0,25,1099.12
877,29,4,11,2,19,67.55,0,10,1155.1
992,11,4,4,1,16,83.56,0,15,1136.42
884,16,2,17,6,28,31.83,0,0,891.24
47,30,5,3,1,20,119.48,1,20,1911.68
867,25,2,18,6,21,67.47,1,20,1133.5
823,40,4,8,3,16,88.08,0,20,1127.42
936,11,2,24,2,23,110.82,0,25,1911.64
656,7,4,12,3,20,23.18,1,15,394.06
269,26,5,21,2,20,80.14,1,0,1602.8
370,22,1,16,5,24,74.04,0,15,1510.42
636,25,1,14,5,15,25.74,0,25,289.58
657,19,2,21,6,31,89.3,1,25,2076.22
120,31,4,16,4,20,42.08,1,10,757.44
831,26,1,4,4,20,90.19,0,15,1533.23
1082,36,4,1,6,20,56.26,0,20,900.16
741,23,5,1,5,23,97.01,0,10,2008.11
117,13,2,22,6,25,114.18,0,15,2426.32
791,25,4,15,4,19,106.05,1,10,1813.46
1013,2,2,20,6,18,68.26,1,10,1105.81
1082,2,4,20,5,22,42.53,0,0,935.66
634,16,4,3,3,24,119.24,0,10,2575.58
513,9,5,14,1,23,85.95,0,25,1482.64
802,28,2,9,5,29,59.6,1,20,1382.72
560,13,3,19,6,24,68.15,1,0,1635.6
488,35,4,8,5,13,32.81,0,10,383.88
897,13,4,2,5,27,70.53,1,0,1904.31
704,31,1,4,4,17,37.32,0,20,507.55
581,21,2,1,6,18,56.57,1,20,814.61
790,32,3,11,4,16,69.18,0,0,1106.88
861,34,5,5,6,15,114.78,0,15,1463.44
247,8,3,2,4,20,82.47,0,20,1319.52
154,2,5,13,4,25,57.19,0,25,1072.31
997,38,3,17,3,15,31.31,0,25,352.24
697,32,3,17,5,11,94.72,1,10,937.73
1093,40,2,18,3,20,66.69,0,15,1133.73
1071,28,1,21,4,18,26.82,0,15,410.35
1009,37,3,9,3,17,85.69,0,10,1311.06
94,1,4,6,5,19,55.01,0,20,836.15
958,10,4,20,5,27,60.39,0,0,1630.53
1012,4,4,3,4,12,103.89,0,15,1059.68
453,35,1,8,5,16,33.73,1,15,458.73
912,10,3,3,3,23,54.04,1,20,994.34
218,11,5,1,2,22,56.37,0,0,1240.14
474,14,5,20,5,22,20.33,0,25,335.44
432,38,2,13,3,17,104.53,1,15,1510.46
341,12,1,21,3,18,103.53,0,20,1490.83
551,17,3,5,3,17,86.18,1,15,1245.3
357,16,4,16,5,24,109.89,1,25,1978.02
23,35,1,21,2,22,47.29,0,10,936.34
522,2,1,24,4,18,42.06,0,20,605.66
802,11,3,16,4,17,26.85,0,0,456.45
762,3,2,24,5,9,79.2,0,10,641.52
442,29,2,12,5,16,69.64,0,0,1114.24
769,18,2,13,1,15,101.04,0,25,1136.7
1016,20,4,4,6,22,68.13,1,0,1498.86
516,14,4,9,2,23,40.32,1,15,788.26
1040,34,3,16,3,17,100.96,0,25,1287.24
792,31,2,1,6,22,65.55,0,10,1297.89
336,40,3,5,3,30,115.58,0,15,2947.29
258,18,2,21,6,18,73.45,1,15,1123.79
497,30,1,5,4,21,31.67,1,25,498.8
896,25,5,24,6,19,105.1,0,0,1996.9
160,19,5,25,5,18,107.84,0,0,1941.12
852,8,2,19,2,24,64.54,1,10,1394.06
690,28,3,9,4,18,22.6,0,25,305.1
380,8,4,8,6,18,22.97,0,10,372.11
957,31,2,19,2,17,55.11,0,20,749.5
691,3,2,18,5,23,91.62,0,25,1580.45
1067,3,4,15,3,24,53.11,0,20,1019.71
285,22,2,4,1,24,20.77,0,10,448.63
397,17,1,15,2,19,104.86,1,20,1593.87
12,36,4,13,3,23,116.87,0,20,2150.41
499,17,1,18,2,23,54.64,0,15,1068.21
754,14,5,20,2,16,27.31,0,15,371.42
35,9,4,5,2,16,49.14,1,10,707.62
727,30,4,18,5,16,99.9,1,10,1438.56
849,21,3,8,4,12,74.23,1,0,890.76
90,12,3,1,2,19,58.4,0,20,887.68
776,37,4,19,5,25,53.42,1,0,1335.5
605,32,5,23,1,18,31.54,0,0,567.72
970,11,2,17,4,16,53.95,0,25,647.4
1022,20,3,2,5,21,67.01,0,0,1407.21
418,35,5,19,1,27,87.31,0,0,2357.37
115,11,5,16,4,22,46.21,0,20,813.3
617,8,3,18,5,19,109.74,0,0,2085.06
826,4,2,2,1,15,68.48,0,20,821.76
413,27,3,6,5,24,60.52,1,20,1161.98
729,40,5,7,1,19,79.4,0,0,1508.6
1021,38,1,6,2,20,36.76,0,20,588.16
761,30,3,6,2,21,30.66,1,10,579.47
676,27,5,9,4,24,54.65,0,10,1180.44
457,21,3,8,1,28,23.99,0,20,537.38
920,20,5,24,2,14,57.76,0,10,727.78
192,4,2,22,4,20,87.15,0,25,1307.25
739,11,5,21,3,17,101.21,0,15,1462.48
978,13,4,9,2,25,77.98,1,10,1754.55
1009,9,1,12,2,26,89.13,0,0,2317.38
96,4,5,18,6,25,103.31,1,10,2324.48
663,12,3,23,5,21,97.31,0,25,1532.63
37,9,3,6,3,18,52.0,1,25,702.0
279,13,5,23,1,15,77.34,0,25,870.08
217,26,4,4,4,19,46.49,0,10,794.98
867,38,5,25,3,13,77.63,0,15,857.81
873,13,2,7,1,28,62.6,0,0,1752.8
62,39,4,18,2,20,57.28,0,15,973.76
596,28,5,20,6,22,38.36,0,10,759.53
729,19,1,5,4,15,76.18,0,15,971.3
397,24,4,18,4,20,92.93,0,20,1486.88
699,19,5,10,3,15,77.13,0,0,1156.95
1043,13,1,8,5,17,26.92,1,20,366.11
177,13,5,1,1,33,112.43,1,20,2968.15
396,28,2,15,6,23,20.55,0,15,401.75
445,2,3,3,6,27,108.51,1,20,2343.82
76,10,5,15,3,22,96.61,0,0,2125.42
265,22,4,14,5,21,29.66,1,20,498.29
455,13,5,1,5,19,43.66,0,10,746.59
718,9,5,21,5,20,54.9,0,0,1098.0
735,33,5,8,4,25,111.03,1,10,2498.18
851,14,5,7,1,21,117.99,1,10,2230.01
144,20,4,9,1,26,28.72,1,25,560.04
885,15,4,18,3,15,59.69,0,25,671.51
1093,32,5,12,2,22,34.93,0,10,691.61
396,33,3,8,3,24,47.84,0,20,918.53
1049,17,5,8,1,13,118.11,1,10,1381.89
948,24,4,6,4,33,118.44,0,10,3517.67
891,30,2,3,3,19,67.21,1,25,957.74
569,13,5,2,2,27,38.31,1,15,879.21
1063,16,5,14,6,15,74.7,0,15,952.42
109,2,5,8,3,15,52.07,1,15,663.89
1066,17,5,6,5,22,112.88,0,10,2235.02
935,32,1,4,2,17,101.82,0,10,1557.85
398,8,5,5,5,24,50.88,1,20,976.9
634,3,4,21,4,18,21.83,0,25,294.7
733,12,4,13,1,12,119.8,0,10,1293.84
235,20,1,9,3,25,88.33,0,0,2208.25
658,16,5,13,3,12,62.57,0,0,750.84
751,14,3,9,5,21,48.85,0,25,769.39
588,16,5,24,5,19,20.44,0,0,388.36
1033,33,4,24,1,22,35.4,0,0,778.8
954,30,2,16,3,21,20.59,1,25,324.29
492,12,2,12,1,24,79.76,0,10,1722.82
913,15,3,2,5,20,86.33,0,10,1553.94
170,18,5,19,6,21,96.68,0,20,1624.22
946,28,1,16,5,16,38.7,0,10,557.28
795,23,5,24,2,24,29.6,0,0,710.4
634,14,3,13,5,11,85.05,0,0,935.55
29,30,3,5,5,22,69.99,0,20,1231.82
339,33,3,23,6,20,107.57,0,25,1613.55
500,15,2,24,1,28,73.33,1,0,2053.24
511,7,5,6,2,25,64.48,1,10,1450.8
217,15,5,21,2,14,68.8,0,10,866.88
1094,38,1,24,3,20,98.23,0,10,1768.14
445,11,3,17,6,22,21.83,1,0,480.26
876,29,3,17,4,28,111.82,1,15,2661.32
167,31,4,17,3,24,91.42,0,0,2194.08
91,25,4,3,3,20,108.53,1,0,2170.6
714,24,2,13,3,20,115.96,1,15,1971.32
39,19,5,12,2,23,42.6,0,15,832.83
173,2,1,6,1,22,77.83,0,10,1541.03
653,22,1,22,5,27,68.6,0,10,1666.98
754,20,3,21,2,22,73.76,0,10,1460.45
1082,33,1,13,5,19,24.73,0,0,469.87
476,8,3,14,5,22,111.4,0,25,1838.1
456,25,5,7,4,19,115.47,0,20,1755.14
829,9,1,5,3,16,88.51,0,25,1062.12
895,34,3,14,4,16,45.83,0,15,623.29
1025,23,5,18,3,23,98.72,1,0,2270.56
387,5,5,4,2,27,93.08,0,0,2513.16
348,25,3,1,5,25,77.46,0,20,1549.2
190,8,3,7,4,25,37.02,0,25,694.13
505,16,2,20,6,29,40.12,0,15,988.96
824,15,5,13,2,15,78.94,0,20,947.28
929,1,3,4,2,15,32.88,1,0,493.2
934,22,5,13,6,20,92.39,0,20,1478.24
134,3,1,4,3,18,41.26,0,10,668.41
58,38,4,3,5,23,111.05,0,25,1915.61
685,14,4,8,3,27,109.97,0,15,2523.81
672,36,3,20,3,21,49.36,0,10,932.9
173,18,3,8,2,20,28.34,0,25,425.1
815,18,5,25,3,24,81.14,0,10,1752.62
80,3,3,17,1,22,64.84,1,20,1141.18
886,10,5,15,6,20,34.37,0,15,584.29
203,39,3,4,6,28,73.15,1,20,1638.56
764,1,5,6,5,17,119.27,1,20,1622.07
47,27,3,24,6,26,26.9,0,25,524.55
656,27,2,22,3,26,46.39,1,15,1025.22
471,11,5,6,3,20,73.86,0,15,1255.62
971,5,2,10,4,27,99.34,0,20,2145.74
1036,7,2,4,5,25,21.88,1,15,464.95
736,19,2,9,5,24,93.28,0,0,2238.72
784,29,2,16,6,15,33.99,0,15,433.37
968,15,1,7,3,20,103.07,1,20,1649.12
358,35,4,14,1,16,89.22,0,0,1427.52
972,37,1,6,4,22,65.65,1,0,1444.3
668,12,3,1,1,21,102.16,0,25,1609.02
373,30,3,18,3,27,93.3,0,20,2015.28
1032,20,4,12,5,17,95.92,0,15,1386.04
676,37,4,22,5,26,49.01,0,0,1274.26
90,3,4,15,1,26,81.94,0,20,1704.35
698,9,2,1,2,23,34.11,0,25,588.4
540,39,1,15,3,21,102.09,0,10,1929.5
732,26,3,15,5,21,72.67,1,10,1373.46
869,2,1,16,6,27,102.49,0,15,2352.15
41,23,1,21,2,14,41.12,0,10,518.11
740,23,1,1,5,13,33.03,0,0,429.39
502,21,4,3,6,27,88.9,0,0,2400.3
959,16,4,12,5,23,25.84,1,20,475.46
929,9,3,7,2,21,44.4,1,15,792.54
461,13,3,5,1,20,110.87,1,20,1773.92
732,28,3,1,3,22,33.28,1,20,585.73
752,27,1,1,2,23,57.56,0,15,1125.3
925,17,4,15,2,23,114.56,0,20,2107.9
909,38,2,8,5,27,22.0,0,10,534.6
390,36,1,11,6,15,64.53,1,25,725.96
883,1,5,14,2,21,98.65,0,20,1657.32
256,18,1,25,3,25,110.9,0,0,2772.5
709,9,4,23,1,15,93.56,0,0,1403.4
450,13,5,13,6,20,108.84,1,10,1959.12
10,40,1,19,1,20,23.44,0,20,375.04
824,15,4,12,1,22,29.99,0,20,527.82
798,4,4,22,3,18,93.77,0,15,1434.68
877,33,2,19,5,21,95.33,1,20,1601.54
1029,24,1,4,6,17,80.53,0,20,1095.21
1016,36,4,4,6,21,93.03,0,0,1953.63
374,10,3,3,3,22,105.81,1,15,1978.65
1089,36,4,6,6,16,74.55,1,20,954.24
146,20,2,5,2,14,114.73,0,10,1445.6
224,11,4,11,4,20,89.42,0,20,1430.72
177,12,1,25,4,18,67.2,1,15,1028.16
853,18,1,9,4,15,62.15,0,10,839.02
63,30,5,3,1,17,95.02,1,10,1453.81
827,37,1,9,6,17,83.05,1,10,1270.66
795,20,5,12,3,26,101.74,1,0,2645.24
689,25,3,3,6,18,98.1,0,0,1765.8
105,12,2,20,3,28,72.42,0,10,1824.98
511,21,3,17,6,22,114.57,0,0,2520.54
385,25,5,21,1,13,90.43,1,10,1058.03
405,11,4,12,2,18,40.08,0,10,649.3
823,9,4,25,4,18,81.85,0,25,1104.97
518,25,3,18,4,18,40.18,0,0,723.24
476,35,4,4,6,20,75.88,1,25,1138.2
709,32,5,10,1,20,98.99,0,10,1781.82
771,14,2,18,4,17,101.25,1,10,1549.12
1047,1,1,8,6,24,85.08,1,25,1531.44
997,17,5,9,5,26,98.33,0,15,2173.09
677,25,5,19,6,11,67.22,0,10,665.48
714,8,1,13,3,22,75.07,0,0,1651.54
83,5,1,25,4,17,107.96,0,20,1468.26
457,5,2,6,4,18,69.31,0,20,998.06
1,35,2,22,5,20,55.09,0,20,881.44
51,19,2,7,2,15,99.7,0,25,1121.62
685,23,4,21,6,17,25.05,1,10,383.27
717,9,5,6,2,25,115.84,0,15,2461.6
449,30,1,11,6,21,54.01,0,0,1134.21
881,16,5,17,5,10,82.96,0,20,663.68
488,33,5,19,2,20,88.55,0,20,1416.8
34,2,2,25,1,21,33.71,1,0,707.91
95,14,2,12,5,25,102.29,0,20,2045.8
154,1,5,21,6,31,77.21,1,25,1795.13
250,26,2,21,3,14,52.79,0,10,665.15
674,25,4,24,3,17,105.07,1,10,1607.57
438,16,1,13,3,14,82.51,1,15,981.87
118,15,5,18,6,20,98.58,0,25,1478.7
771,26,1,7,4,20,119.23,0,15,2026.91
268,16,4,25,5,20,33.03,0,20,528.48
1078,14,2,23,5,13,94.96,1,10,1111.03
236,29,3,5,2,15,95.77,1,15,1221.07
389,24,4,16,5,22,107.47,0,15,2009.69
990,15,3,22,5,22,60.81,0,25,1003.37
763,19,1,4,2,18,106.97,1,20,1540.37
401,8,5,23,5,20,83.99,0,0,1679.8
624,34,2,1,5,18,26.88,0,25,362.88
767,2,4,4,1,19,23.15,0,25,329.89
919,27,2,3,6,26,68.15,1,20,1417.52
853,10,3,4,2,20,98.58,1,0,1971.6
578,35,3,1,1,22,58.42,0,25,963.93
75,23,5,12,4,22,105.18,0,15,1966.87
435,8,3,13,2,23,69.21,0,15,1353.06
103,28,5,2,6,19,22.63,0,15,365.47
764,23,4,9,5,17,117.37,0,15,1696.0
738,4,5,7,5,24,68.96,0,0,1655.04
806,14,3,13,1,17,85.01,1,20,1156.14
98,29,1,22,1,31,39.93,0,20,990.26
798,1,5,2,4,21,49.73,0,0,1044.33
859,4,2,1,4,16,68.43,0,20,875.9
435,32,1,18,6,22,105.62,0,15,1975.09
447,33,5,7,5,15,30.2,0,0,453.0
249,26,2,18,3,26,98.03,0,15,2166.46
166,17,1,19,4,22,77.94,0,20,1371.74
984,39,5,8,5,18,69.97,0,25,944.6
1020,23,4,23,4,16,107.66,0,0,1722.56
542,32,2,12,2,24,31.81,0,10,687.1
759,15,4,11,1,18,119.08,0,10,1929.1
81,13,3,9,5,24,105.46,0,15,2151.38
133,2,5,4,4,10,52.57,0,20,420.56
797,19,5,7,1,23,65.16,0,15,1273.88
900,24,2,17,3,17,22.5,0,10,344.25
138,24,5,11,4,25,72.76,0,0,1819.0
184,11,3,2,5,19,74.77,0,15,1207.54
785,22,5,23,2,24,112.66,0,20,2163.07
984,15,1,18,1,17,58.79,0,10,899.49
69,10,4,22,1,24,77.06,0,0,1849.44
546,27,3,12,2,21,94.06,0,15,1678.97
53,9,3,9,5,18,80.85,0,0,1455.3
205,28,4,11,6,18,35.62,0,25,480.87
126,1,4,5,3,20,37.18,1,10,669.24
43,17,3,7,6,19,33.83,1,15,546.35
111,31,4,1,2,24,41.77,1,0,1002.48
761,10,2,24,3,17,52.83,0,15,763.39
848,37,4,25,5,29,93.97,0,20,2180.1
95,29,1,5,4,28,26.09,0,20,584.42
900,18,1,6,4,22,102.04,0,15,1908.15
360,38,2,13,6,7,46.25,0,10,291.38
900,39,4,11,5,18,81.34,1,15,1244.5
281,6,1,8,3,20,75.28,0,15,1279.76
667,40,5,20,6,24,35.4,1,15,722.16
93,12,4,2,2,11,48.73,0,15,455.63
672,14,2,15,6,22,49.59,0,10,981.88
61,10,4,10,5,20,82.38,0,25,1235.7
634,20,3,8,5,27,98.85,0,25,2001.71
1075,15,3,2,4,23,119.63,0,0,2751.49
1029,31,1,21,2,26,29.59,0,10,692.41
604,7,3,15,4,22,113.87,0,10,2254.63
682,10,2,6,3,19,76.15,1,10,1302.17
534,10,1,5,3,17,55.68,1,20,757.25
838,39,2,22,1,25,48.46,1,10,1090.35
645,28,2,22,5,18,40.9,1,20,588.96
233,30,3,3,2,15,75.71,0,25,851.74
524,37,3,11,2,9,114.6,1,25,773.55
346,3,2,11,4,20,38.22,0,20,611.52
1070,15,3,16,6,23,63.62,0,15,1243.77
546,21,3,3,6,20,40.38,0,25,605.7
794,37,3,9,4,25,37.56,0,15,798.15
249,12,4,3,6,17,106.67,1,0,1813.39
47,4,2,19,2,15,46.2,0,20,554.4
214,9,5,11,4,23,44.8,1,0,1030.4
239,39,2,14,6,29,110.98,1,20,2574.74
1080,28,1,2,1,18,58.6,0,0,1054.8
350,23,3,7,5,21,20.87,0,0,438.27
107,40,3,10,1,21,92.12,0,10,1741.07
831,22,5,10,6,19,71.7,0,25,1021.72
48,24,1,20,3,22,97.41,0,20,1714.42
337,26,4,1,2,24,77.03,1,25,1386.54
1050,30,2,6,1,20,55.13,0,10,992.34
804,33,4,21,1,18,26.66,0,25,359.91
8,16,1,14,4,19,106.59,0,20,1620.17
625,22,5,2,4,16,40.71,1,10,586.22
719,18,1,6,4,18,117.13,0,15,1792.09
303,7,5,1,6,12,44.58,1,10,481.46
639,26,4,3,3,25,102.7,0,20,2054.0
56,8,4,4,1,19,98.87,0,0,1878.53
726,6,1,13,5,16,66.27,0,25,795.24
526,30,1,3,4,14,60.17,0,0,842.38
474,39,3,15,3,17,90.33,0,15,1305.27
28,23,5,13,6,14,72.86,1,0,1020.04
78,32,3,22,3,17,83.2,1,25,1060.8
365,22,2,11,4,19,67.02,0,0,1273.38
666,9,2,4,2,19,75.72,0,10,1294.81
526,31,1,17,1,11,38.92,1,20,342.5
699,7,4,5,4,25,25.54,1,0,638.5
883,9,2,21,5,19,55.59,0,20,844.97
1031,13,2,25,1,24,66.59,0,20,1278.53
1027,3,3,24,3,11,110.6,0,20,973.28
919,35,3,8,5,14,61.39,0,10,773.51
750,33,2,21,1,21,63.39,0,20,1064.95
363,21,1,24,5,17,87.48,1,0,1487.16
806,31,3,10,3,20,40.68,0,20,650.88
739,34,2,7,4,28,107.16,0,10,2700.43
1039,32,4,17,5,16,62.76,0,20,803.33
485,35,3,7,4,19,113.08,1,0,2148.52
28,15,2,24,3,23,47.13,1,10,975.59
714,32,5,19,3,15,66.56,1,15,848.64
1063,6,3,9,5,19,97.82,1,15,1579.79
86,21,5,24,5,20,75.59,1,0,1511.8
126,33,3,2,3,13,86.12,1,25,839.67
812,32,3,22,5,19,48.07,0,20,730.66
537,19,5,20,5,13,52.85,0,25,515.29
145,33,1,19,5,20,70.76,1,10,1273.68
25,28,2,6,6,22,40.25,1,20,708.4
67,31,1,10,5,13,32.63,0,25,318.14
233,21,1,13,1,18,104.38,0,0,1878.84
109,34,2,25,3,30,97.49,0,10,2632.23
111,15,4,2,3,20,113.21,0,20,1811.36
228,14,1,10,2,29,78.66,0,15,1938.97
111,19,1,10,4,11,62.03,0,20,545.86
34,15,1,5,2,22,30.3,0,10,599.94
623,6,4,22,5,26,105.05,1,15,2321.6
748,9,3,4,5,28,65.63,1,0,1837.64
